date,state,district,rainfall,RH,tmin,tmax,occurred
01-01-2017,MEGHALAYA,EAST GARO HILLS,0,70.31,13.21,23.73,NO
02-01-2017,MEGHALAYA,EAST GARO HILLS,0,70.4,13.57,24.1,NO
03-01-2017,MEGHALAYA,EAST GARO HILLS,0,74.77,12.25,24.91,NO
04-01-2017,MEGHALAYA,EAST GARO HILLS,0,72.52,11.8,25.45,NO
05-01-2017,MEGHALAYA,EAST GARO HILLS,0,69.86,12.82,25.02,NO
06-01-2017,MEGHALAYA,EAST GARO HILLS,0,64.73,12.45,24.84,YES
07-01-2017,MEGHALAYA,EAST GARO HILLS,0,61.92,12.25,23.24,NO
08-01-2017,MEGHALAYA,EAST GARO HILLS,0,74.45,12.6,24.91,NO
09-01-2017,MEGHALAYA,EAST GARO HILLS,0,65.21,12.4,24.59,NO
10-01-2017,MEGHALAYA,EAST GARO HILLS,0,74.92,11.22,20.19,NO
11-01-2017,MEGHALAYA,EAST GARO HILLS,0,73.04,10.69,20.24,NO
12-01-2017,MEGHALAYA,EAST GARO HILLS,0,64.99,8.81,20.6,NO
13-01-2017,MEGHALAYA,EAST GARO HILLS,0,54.69,8.53,20.2,YES
14-01-2017,MEGHALAYA,EAST GARO HILLS,0,57.26,9.01,20.2,NO
15-01-2017,MEGHALAYA,EAST GARO HILLS,0,68.13,9.64,22.94,NO
16-01-2017,MEGHALAYA,EAST GARO HILLS,0,52.89,10.1,21.67,NO
17-01-2017,MEGHALAYA,EAST GARO HILLS,0,50.24,9.86,20.84,NO
18-01-2017,MEGHALAYA,EAST GARO HILLS,0,65.74,10.04,22.91,NO
19-01-2017,MEGHALAYA,EAST GARO HILLS,0,64.63,10.52,22.11,NO
20-01-2017,MEGHALAYA,EAST GARO HILLS,0,52.42,10.72,21.88,NO
21-01-2017,MEGHALAYA,EAST GARO HILLS,0,63.18,10.56,22.59,NO
22-01-2017,MEGHALAYA,EAST GARO HILLS,0,67.45,10.74,23.31,NO
23-01-2017,MEGHALAYA,EAST GARO HILLS,0,62.12,11.47,24.79,NO
