date,state,district,rainfall,RH,tmin,tmax,occurred
01-01-2011,ODISHA,ANUGUL,0,77.06,11.76,26.94,NO
02-01-2011,ODISHA,ANUGUL,0,65.57,13.21,24.67,NO
03-01-2011,ODISHA,ANUGUL,0,63.66,10.66,25.81,NO
04-01-2011,ODISHA,ANUGUL,0,60.44,8.86,24.19,NO
05-01-2011,ODISHA,ANUGUL,0,57.54,7.72,23.6,NO
06-01-2011,ODISHA,ANUGUL,0,56.43,7.91,24.69,NO
07-01-2011,ODISHA,ANUGUL,0,56.66,7.93,23.54,NO
08-01-2011,ODISHA,ANUGUL,0,59.74,7.25,24.32,NO
09-01-2011,ODISHA,ANUGUL,0,63.42,8.17,25.07,NO
10-01-2011,ODISHA,ANUGUL,0,56.75,8.52,24.89,NO
11-01-2011,ODISHA,ANUGUL,0,51.83,8.33,24.78,YES
12-01-2011,ODISHA,ANUGUL,0,50.8,7.12,25.86,NO
13-01-2011,ODISHA,ANUGUL,0,51,7.45,26.68,NO
14-01-2011,ODISHA,ANUGUL,0,53.75,8.96,27.87,NO
15-01-2011,ODISHA,ANUGUL,0,58.18,10.03,28.72,NO
16-01-2011,ODISHA,ANUGUL,0,61.42,11.42,28.87,NO
17-01-2011,ODISHA,ANUGUL,0,44.71,10.31,27.31,NO
18-01-2011,ODISHA,ANUGUL,0,47.54,8.4,27.22,NO
19-01-2011,ODISHA,ANUGUL,0,52.86,8.7,27.78,NO
20-01-2011,ODISHA,ANUGUL,0,51.45,9.69,27.11,NO
21-01-2011,ODISHA,ANUGUL,0,49.03,9.29,26.72,NO
22-01-2011,ODISHA,ANUGUL,0,48.76,9.04,26.65,NO
23-01-2011,ODISHA,ANUGUL,0,50.68,9.54,27.93,NO
24-01-2011,ODISHA,ANUGUL,0,49.44,10.44,29.3,NO
25-01-2011,ODISHA,ANUGUL,0,48.33,11.12,29.52,YES
26-01-2011,ODISHA,ANUGUL,0,51.38,12.29,29.74,NO
27-01-2011,ODISHA,ANUGUL,0,52.96,13.7,29.55,NO
28-01-2011,ODISHA,ANUGUL,0,66.3,13.7,28.95,NO
29-01-2011,ODISHA,ANUGUL,0,70.36,14.08,29.95,NO
30-01-2011,ODISHA,ANUGUL,0.28,62.17,15.52,30.7,NO
31-01-2011,ODISHA,ANUGUL,0.01,55.31,15.58,29.29,NO
01-02-2011,ODISHA,ANUGUL,0,51.83,14.08,29.79,NO
02-02-2011,ODISHA,ANUGUL,0,53.47,12.7,29.39,NO
03-02-2011,ODISHA,ANUGUL,0,58.86,12.52,29.28,NO
04-02-2011,ODISHA,ANUGUL,0,51.75,11.75,29.7,NO
05-02-2011,ODISHA,ANUGUL,0,60.24,11.86,29.53,NO
06-02-2011,ODISHA,ANUGUL,0,55.38,12.18,30.98,NO
07-02-2011,ODISHA,ANUGUL,0,43.96,12.06,31.65,NO
08-02-2011,ODISHA,ANUGUL,0,39.15,12.33,32.3,NO
09-02-2011,ODISHA,ANUGUL,0,43.01,13.55,31.92,NO
10-02-2011,ODISHA,ANUGUL,0,53.19,14.06,32.33,NO
11-02-2011,ODISHA,ANUGUL,0,50.37,14.16,32.44,NO
12-02-2011,ODISHA,ANUGUL,0,39.47,14.99,32.44,NO
13-02-2011,ODISHA,ANUGUL,0,34.24,14.75,34.39,NO
14-02-2011,ODISHA,ANUGUL,0,40.88,15.3,34.26,NO
15-02-2011,ODISHA,ANUGUL,0,46.06,16.48,34.44,YES
16-02-2011,ODISHA,ANUGUL,0.01,49.77,15.54,33.67,NO
17-02-2011,ODISHA,ANUGUL,0.1,53.53,15.6,32.54,NO
