date,state,district,rainfall,RH,tmin,tmax,occurred
01-01-2017,ODISHA,ANUGUL,0,74.9,11.36,28.44,YES
02-01-2017,ODISHA,ANUGUL,1.84,75.28,12.6,28.46,YES
03-01-2017,ODISHA,ANUGUL,1.14,71.09,11.62,26.76,NO
04-01-2017,ODISHA,ANUGUL,0,63.38,8.86,27.8,YES
05-01-2017,ODISHA,ANUGUL,0,54.14,9.06,28.61,NO
06-01-2017,ODISHA,ANUGUL,0,46.2,8.66,29.16,YES
07-01-2017,ODISHA,ANUGUL,0,52.92,9.08,28.82,NO
08-01-2017,ODISHA,ANUGUL,0,55.85,9.25,30.23,NO
09-01-2017,ODISHA,ANUGUL,0,56.5,10.38,30.15,YES
10-01-2017,ODISHA,ANUGUL,0,65.08,11.7,28.43,YES
11-01-2017,ODISHA,ANUGUL,0,68.44,11.11,27.27,NO
12-01-2017,ODISHA,ANUGUL,0,64.46,10.4,26.33,NO
13-01-2017,ODISHA,ANUGUL,0,63.31,8.76,26.36,YES
14-01-2017,ODISHA,ANUGUL,0,56.02,8.17,27.11,YES
15-01-2017,ODISHA,ANUGUL,0,47.8,7.14,27.64,YES
16-01-2017,ODISHA,ANUGUL,0,41.51,9.11,28.57,NO
17-01-2017,ODISHA,ANUGUL,0,44.77,10.33,29.52,NO
18-01-2017,ODISHA,ANUGUL,0,56.03,10.64,29.76,YES
19-01-2017,ODISHA,ANUGUL,0,53.17,10.62,30.05,YES
20-01-2017,ODISHA,ANUGUL,0,47.43,10.71,30.68,NO
21-01-2017,ODISHA,ANUGUL,0,48.35,10.99,30.61,NO
22-01-2017,ODISHA,ANUGUL,0,44.94,11.07,30.49,YES
23-01-2017,ODISHA,ANUGUL,0,43.56,10.43,30.79,NO
24-01-2017,ODISHA,ANUGUL,0,50.11,10.28,30.61,NO
25-01-2017,ODISHA,ANUGUL,0,56.22,10.44,30.49,NO
26-01-2017,ODISHA,ANUGUL,0,53.06,14.69,30.41,NO
27-01-2017,ODISHA,ANUGUL,0,50.55,11.95,29.94,NO
28-01-2017,ODISHA,ANUGUL,0,55.55,11.01,30.13,NO
29-01-2017,ODISHA,ANUGUL,0,45.7,9.46,30.08,NO
30-01-2017,ODISHA,ANUGUL,0,41.24,10.31,30.8,NO
