date,state,district,rainfall,RH,tmin,tmax,occurred
01-01-2014,ODISHA,ANUGUL,0,78.47,12.13,28.27,NO
02-01-2014,ODISHA,ANUGUL,0,81.19,13.54,28.77,NO
03-01-2014,ODISHA,ANUGUL,0,80.4,13.04,28.37,NO
04-01-2014,ODISHA,ANUGUL,0,76.02,12.29,28.27,NO
05-01-2014,ODISHA,ANUGUL,0.01,70.17,10.17,29.9,NO
06-01-2014,ODISHA,ANUGUL,0,81.05,12.4,28.2,YES
07-01-2014,ODISHA,ANUGUL,0,79.65,13.95,27.99,YES
08-01-2014,ODISHA,ANUGUL,0,71.48,13.04,27.6,NO
09-01-2014,ODISHA,ANUGUL,0,69.3,11.82,28.75,YES
10-01-2014,ODISHA,ANUGUL,0,79,12.08,27.72,YES
11-01-2014,ODISHA,ANUGUL,0.02,85.44,13.94,29.5,NO
12-01-2014,ODISHA,ANUGUL,0,82.96,15.42,28.49,NO
13-01-2014,ODISHA,ANUGUL,0,75.04,15.8,27.42,NO
14-01-2014,ODISHA,ANUGUL,0,70.55,13.11,28.67,NO
15-01-2014,ODISHA,ANUGUL,0,71.13,13.83,28.08,NO
16-01-2014,ODISHA,ANUGUL,0.01,83.28,15.18,27.49,NO
17-01-2014,ODISHA,ANUGUL,0.03,81.01,15.28,28.09,YES
18-01-2014,ODISHA,ANUGUL,0.01,78.34,13.28,28.81,NO
19-01-2014,ODISHA,ANUGUL,0,79.83,14.23,29.44,NO
20-01-2014,ODISHA,ANUGUL,0,75.8,15.2,29.07,NO
21-01-2014,ODISHA,ANUGUL,0,71.7,13.98,29.27,NO
22-01-2014,ODISHA,ANUGUL,0,73.82,13.36,28.71,NO
23-01-2014,ODISHA,ANUGUL,0,70.55,13.2,28.82,NO
24-01-2014,ODISHA,ANUGUL,0,68.33,13.51,29.4,NO
25-01-2014,ODISHA,ANUGUL,0,74.91,14.17,30.2,NO
26-01-2014,ODISHA,ANUGUL,0,70.18,14.2,29.97,NO
27-01-2014,ODISHA,ANUGUL,0,60.36,12.45,28.89,NO
28-01-2014,ODISHA,ANUGUL,0,55.81,12.4,28.94,NO
29-01-2014,ODISHA,ANUGUL,0,57.83,10.45,28.59,NO
30-01-2014,ODISHA,ANUGUL,0,56.11,11.49,29.03,YES
31-01-2014,ODISHA,ANUGUL,0,57.97,11.22,28.89,NO
01-02-2014,ODISHA,ANUGUL,0,58.68,10.92,29.22,NO
02-02-2014,ODISHA,ANUGUL,0,56.16,10.33,29.62,NO
03-02-2014,ODISHA,ANUGUL,0,56.28,10.4,30.95,NO
04-02-2014,ODISHA,ANUGUL,0,58.51,12.2,32.39,NO
05-02-2014,ODISHA,ANUGUL,0,59.32,12.91,32.26,NO
06-02-2014,ODISHA,ANUGUL,0,58.6,14.1,32.51,NO
07-02-2014,ODISHA,ANUGUL,0,51.38,13.98,33.81,NO
08-02-2014,ODISHA,ANUGUL,0,54.29,15.68,33.15,NO
09-02-2014,ODISHA,ANUGUL,0,53.62,15.87,33.6,NO
10-02-2014,ODISHA,ANUGUL,0,58.07,17.06,33.37,NO
11-02-2014,ODISHA,ANUGUL,0,63.29,17.29,31.17,NO
12-02-2014,ODISHA,ANUGUL,0,67.35,16.29,29.5,NO
13-02-2014,ODISHA,ANUGUL,0,71.26,13.74,30.34,NO
14-02-2014,ODISHA,ANUGUL,0,70.95,16.97,32.07,YES
15-02-2014,ODISHA,ANUGUL,5.41,74.53,17.31,31.78,NO
16-02-2014,ODISHA,ANUGUL,23.74,80.96,16.87,23.5,NO
17-02-2014,ODISHA,ANUGUL,0,57.63,14.38,27.05,NO
18-02-2014,ODISHA,ANUGUL,0,46.52,11.29,27.34,NO
19-02-2014,ODISHA,ANUGUL,0,45.21,10.96,28.64,YES
20-02-2014,ODISHA,ANUGUL,0,54.65,11.56,29.12,NO
21-02-2014,ODISHA,ANUGUL,0,66.54,12.47,30.42,NO
22-02-2014,ODISHA,ANUGUL,0,66.82,13.96,30.93,NO
23-02-2014,ODISHA,ANUGUL,1.78,72.66,14.96,29.38,NO
24-02-2014,ODISHA,ANUGUL,0,69.37,16.68,31.24,NO
25-02-2014,ODISHA,ANUGUL,0,68.17,15.77,31.55,NO
26-02-2014,ODISHA,ANUGUL,0.08,62.6,16.93,31.98,NO
27-02-2014,ODISHA,ANUGUL,1.95,68.62,17.87,31.19,NO
28-02-2014,ODISHA,ANUGUL,0.1,71.32,17.48,30.23,YES
01-03-2014,ODISHA,ANUGUL,2.03,68.57,17.9,31.18,YES
02-03-2014,ODISHA,ANUGUL,0.25,77.66,18.09,29.27,YES
03-03-2014,ODISHA,ANUGUL,0.03,66.66,17.63,30.08,NO
04-03-2014,ODISHA,ANUGUL,18.04,83.47,18.05,29.77,NO
05-03-2014,ODISHA,ANUGUL,0,62.73,14.47,29.19,NO
06-03-2014,ODISHA,ANUGUL,0.05,55.31,15.72,30.12,NO
07-03-2014,ODISHA,ANUGUL,0,55.55,17.48,30.93,NO
08-03-2014,ODISHA,ANUGUL,0.07,57.23,17.65,30.81,NO
09-03-2014,ODISHA,ANUGUL,10.87,57.89,18.37,29.43,NO
10-03-2014,ODISHA,ANUGUL,2.26,57.15,17.13,28.06,NO
11-03-2014,ODISHA,ANUGUL,0,53.52,15.03,31.47,NO
12-03-2014,ODISHA,ANUGUL,0.01,57.1,17.17,32.77,NO
13-03-2014,ODISHA,ANUGUL,0,65.87,19.09,30.97,NO
14-03-2014,ODISHA,ANUGUL,0.03,55.55,18.24,34.54,NO
15-03-2014,ODISHA,ANUGUL,0,53.17,19.19,34.24,NO
16-03-2014,ODISHA,ANUGUL,0,47.92,19.07,34.89,NO
17-03-2014,ODISHA,ANUGUL,0,42.18,17.81,36.37,NO
18-03-2014,ODISHA,ANUGUL,0.43,41.8,17.51,37.99,YES
19-03-2014,ODISHA,ANUGUL,0.18,48.26,19.87,35.64,NO
20-03-2014,ODISHA,ANUGUL,0.45,43.34,20.12,36.09,NO
21-03-2014,ODISHA,ANUGUL,0,43.47,17.39,35.41,NO
22-03-2014,ODISHA,ANUGUL,0,46.48,20.08,36.1,NO
23-03-2014,ODISHA,ANUGUL,0,42.47,19.59,36.7,NO
24-03-2014,ODISHA,ANUGUL,0,53.01,19.21,37.02,YES
25-03-2014,ODISHA,ANUGUL,0,52.64,20.48,36.57,NO
26-03-2014,ODISHA,ANUGUL,0.06,45.56,20.93,37.96,NO
27-03-2014,ODISHA,ANUGUL,0,41.35,22.09,38.4,YES
28-03-2014,ODISHA,ANUGUL,0,39.94,21.25,39.1,NO
