date,state,district,rainfall,RH,tmin,tmax,occurred
01-01-2014,MAHARASHTRA,AHMADNAGAR,0,62.99,12.04,29.74,NO
02-01-2014,MAHARASHTRA,AHMADNAGAR,0,60.29,13.12,29.82,YES
03-01-2014,MAHARASHTRA,AHMADNAGAR,0,57.19,12.67,30.27,NO
04-01-2014,MAHARASHTRA,AHMADNAGAR,0,57.97,11.92,31.35,NO
05-01-2014,MAHARASHTRA,AHMADNAGAR,0,57.82,13.49,28.63,NO
06-01-2014,MAHARASHTRA,AHMADNAGAR,0,52.62,10.25,29.71,NO
07-01-2014,MAHARASHTRA,AHMADNAGAR,0,58.63,11.45,30.76,NO
08-01-2014,MAHARASHTRA,AHMADNAGAR,0,55.68,12.21,31.13,NO
09-01-2014,MAHARASHTRA,AHMADNAGAR,0,51.44,11.95,31.04,YES
10-01-2014,MAHARASHTRA,AHMADNAGAR,0,46.45,11.74,30.34,NO
11-01-2014,MAHARASHTRA,AHMADNAGAR,0,43.74,9.18,29.66,NO
12-01-2014,MAHARASHTRA,AHMADNAGAR,0,56.16,9.84,30.42,NO
13-01-2014,MAHARASHTRA,AHMADNAGAR,0,57.17,14.2,31.1,NO
14-01-2014,MAHARASHTRA,AHMADNAGAR,0,52.72,14.57,30.86,NO
15-01-2014,MAHARASHTRA,AHMADNAGAR,0,49.62,13.57,30.75,NO
16-01-2014,MAHARASHTRA,AHMADNAGAR,0,48.61,12.48,31.04,NO
17-01-2014,MAHARASHTRA,AHMADNAGAR,0,51.72,12.62,30.92,NO
18-01-2014,MAHARASHTRA,AHMADNAGAR,0,44.32,10.53,28.78,YES
19-01-2014,MAHARASHTRA,AHMADNAGAR,0,53.37,12.49,30.53,NO
20-01-2014,MAHARASHTRA,AHMADNAGAR,0,48.7,12.94,30.46,NO
21-01-2014,MAHARASHTRA,AHMADNAGAR,0.15,55.37,16.8,26.76,NO
22-01-2014,MAHARASHTRA,AHMADNAGAR,0.06,57.68,13.21,30.5,NO
