date,state,district,rainfall,RH,tmin,tmax,occurred
01-01-2010,MAHARASHTRA,AHMADNAGAR,0,59.11,12.74,28.1,NO
02-01-2010,MAHARASHTRA,AHMADNAGAR,0,55.53,14.71,29,NO
03-01-2010,MAHARASHTRA,AHMADNAGAR,0,61.05,15.98,30.4,NO
04-01-2010,MAHARASHTRA,AHMADNAGAR,0,69.23,17.12,30.1,NO
05-01-2010,MAHARASHTRA,AHMADNAGAR,0,63.04,14.43,28.9,NO
06-01-2010,MAHARASHTRA,AHMADNAGAR,0,55.46,12.76,27.9,NO
07-01-2010,MAHARASHTRA,AHMADNAGAR,0,49.3,11.67,28.3,NO
08-01-2010,MAHARASHTRA,AHMADNAGAR,0,48.65,13.23,27.2,NO
09-01-2010,MAHARASHTRA,AHMADNAGAR,0,52.86,12.98,27.7,NO
10-01-2010,MAHARASHTRA,AHMADNAGAR,0,60.97,10.94,28.4,YES
11-01-2010,MAHARASHTRA,AHMADNAGAR,0,77.45,15.07,29.1,NO
12-01-2010,MAHARASHTRA,AHMADNAGAR,3.9,74.16,18.52,29.5,NO
13-01-2010,MAHARASHTRA,AHMADNAGAR,3.2,55.98,16.18,27.9,NO
14-01-2010,MAHARASHTRA,AHMADNAGAR,0.1,53.06,10.93,28.1,NO
15-01-2010,MAHARASHTRA,AHMADNAGAR,0,57.34,12.58,27.2,NO
16-01-2010,MAHARASHTRA,AHMADNAGAR,0,54.25,14.28,29.4,NO
17-01-2010,MAHARASHTRA,AHMADNAGAR,0,55.29,12.48,29.5,NO
18-01-2010,MAHARASHTRA,AHMADNAGAR,0,51.44,12.6,28.8,NO
19-01-2010,MAHARASHTRA,AHMADNAGAR,0,46.71,12.66,28.7,NO
20-01-2010,MAHARASHTRA,AHMADNAGAR,0,41,12.15,28.8,NO
21-01-2010,MAHARASHTRA,AHMADNAGAR,0,35.89,12.01,29,NO
22-01-2010,MAHARASHTRA,AHMADNAGAR,0,30.4,10.37,29,NO
23-01-2010,MAHARASHTRA,AHMADNAGAR,0,30.83,9.44,28.4,NO
24-01-2010,MAHARASHTRA,AHMADNAGAR,0,34.95,9.56,29.1,NO
25-01-2010,MAHARASHTRA,AHMADNAGAR,0,37.69,10.72,28.9,NO
26-01-2010,MAHARASHTRA,AHMADNAGAR,0,40.7,11.48,28.4,NO
27-01-2010,MAHARASHTRA,AHMADNAGAR,0,35.76,11.08,27.8,NO
28-01-2010,MAHARASHTRA,AHMADNAGAR,0,38.13,11.37,28.2,NO
29-01-2010,MAHARASHTRA,AHMADNAGAR,0,40.79,12.17,29.7,NO
30-01-2010,MAHARASHTRA,AHMADNAGAR,0,38.57,13.49,29,NO
31-01-2010,MAHARASHTRA,AHMADNAGAR,0,39.82,11.96,30.5,NO
01-02-2010,MAHARASHTRA,AHMADNAGAR,0,40.83,13.23,30.6,NO
02-02-2010,MAHARASHTRA,AHMADNAGAR,0,42.35,14.37,30.2,NO
03-02-2010,MAHARASHTRA,AHMADNAGAR,0,45.61,14.27,30,NO
04-02-2010,MAHARASHTRA,AHMADNAGAR,1.7,49.51,14.92,30.6,NO
05-02-2010,MAHARASHTRA,AHMADNAGAR,2.7,46.42,14.39,30.2,NO
06-02-2010,MAHARASHTRA,AHMADNAGAR,0,43.57,14.91,30.6,NO
07-02-2010,MAHARASHTRA,AHMADNAGAR,0,39.98,14.61,30.9,NO
08-02-2010,MAHARASHTRA,AHMADNAGAR,0,47.06,15.65,31.3,NO
09-02-2010,MAHARASHTRA,AHMADNAGAR,0,52.84,16.53,29.5,NO
10-02-2010,MAHARASHTRA,AHMADNAGAR,0,46.33,17.36,30,NO
11-02-2010,MAHARASHTRA,AHMADNAGAR,0,45.23,17.59,31,NO
12-02-2010,MAHARASHTRA,AHMADNAGAR,0,48.69,16.29,31.3,NO
13-02-2010,MAHARASHTRA,AHMADNAGAR,0,38.62,14.86,32.3,NO
14-02-2010,MAHARASHTRA,AHMADNAGAR,0,26.75,15.25,32.8,NO
15-02-2010,MAHARASHTRA,AHMADNAGAR,2.2,26.67,16.42,32,NO
16-02-2010,MAHARASHTRA,AHMADNAGAR,3.7,24.36,17.26,33.1,NO
17-02-2010,MAHARASHTRA,AHMADNAGAR,1.5,22.24,15.7,32,NO
