date,state,district,rainfall,RH,tmin,tmax,occurred
01-01-2016,MANIPUR,BISHNUPUR,0,67.33,6.28,24.5,NO
02-01-2016,MANIPUR,BISHNUPUR,0,67.19,6.13,24.2,NO
03-01-2016,MANIPUR,BISHNUPUR,0,70.12,7.11,25.13,NO
04-01-2016,MANIPUR,BISHNUPUR,0,69.63,6.7,24.76,NO
05-01-2016,MANIPUR,BISHNUPUR,0,66.45,5.98,23.33,NO
06-01-2016,MANIPUR,BISHNUPUR,0,68.68,8.1,22.96,NO
07-01-2016,MANIPUR,BISHNUPUR,0,68.96,6.45,22.31,NO
08-01-2016,MANIPUR,BISHNUPUR,0,70.52,6.13,22.93,NO
09-01-2016,MANIPUR,BISHNUPUR,0,70.47,7.88,18.95,NO
10-01-2016,MANIPUR,BISHNUPUR,4.66,76.79,8.78,22.44,NO
11-01-2016,MANIPUR,BISHNUPUR,0,72.28,6.27,22.58,NO
12-01-2016,MANIPUR,BISHNUPUR,0,69.91,6.14,21.99,NO
13-01-2016,MANIPUR,BISHNUPUR,0,71.21,5.92,23,NO
14-01-2016,MANIPUR,BISHNUPUR,0,72.28,6.98,20.94,NO
15-01-2016,MANIPUR,BISHNUPUR,0,70.67,5.55,22.43,NO
16-01-2016,MANIPUR,BISHNUPUR,0,71.71,6.22,21.04,NO
17-01-2016,MANIPUR,BISHNUPUR,0,64.35,5.49,22.79,NO
18-01-2016,MANIPUR,BISHNUPUR,0,59.75,5.78,23.23,NO
19-01-2016,MANIPUR,BISHNUPUR,0,58.14,5.4,22.56,NO
20-01-2016,MANIPUR,BISHNUPUR,0.23,67.88,8.06,22.35,NO
21-01-2016,MANIPUR,BISHNUPUR,0,79.57,11.13,24.14,NO
22-01-2016,MANIPUR,BISHNUPUR,0,74.82,10.85,23.73,NO
23-01-2016,MANIPUR,BISHNUPUR,0,72.43,6,22.77,NO
24-01-2016,MANIPUR,BISHNUPUR,0,64.62,4.44,23.48,NO
25-01-2016,MANIPUR,BISHNUPUR,0,63.1,6.12,23.89,NO
26-01-2016,MANIPUR,BISHNUPUR,0,56.74,5.94,22.48,NO
27-01-2016,MANIPUR,BISHNUPUR,0,55.6,7.98,21.03,NO
28-01-2016,MANIPUR,BISHNUPUR,0,59.04,6.24,20.77,NO
29-01-2016,MANIPUR,BISHNUPUR,0,66.18,5.03,22.01,NO
30-01-2016,MANIPUR,BISHNUPUR,0,71.11,8.74,20.83,NO
31-01-2016,MANIPUR,BISHNUPUR,0,72.67,10.77,21.17,NO
01-02-2016,MANIPUR,BISHNUPUR,0,74.76,10.5,23.33,NO
02-02-2016,MANIPUR,BISHNUPUR,0,73.32,10.95,24.32,NO
03-02-2016,MANIPUR,BISHNUPUR,0,68.26,9.6,24.18,NO
04-02-2016,MANIPUR,BISHNUPUR,0,62.07,7.21,23.35,NO
05-02-2016,MANIPUR,BISHNUPUR,0,57.86,5.7,25.32,NO
06-02-2016,MANIPUR,BISHNUPUR,0,57.7,7.02,25.93,NO
07-02-2016,MANIPUR,BISHNUPUR,0,59.36,8.98,27.8,NO
08-02-2016,MANIPUR,BISHNUPUR,0,59.49,10.87,26.59,NO
09-02-2016,MANIPUR,BISHNUPUR,0,72.77,11.47,25.05,NO
10-02-2016,MANIPUR,BISHNUPUR,1.54,83.95,10.99,23.83,NO
11-02-2016,MANIPUR,BISHNUPUR,5.45,71.84,11.13,24.52,NO
12-02-2016,MANIPUR,BISHNUPUR,0.23,78.74,11,19.51,NO
13-02-2016,MANIPUR,BISHNUPUR,0.76,67.12,10.77,25.61,NO
14-02-2016,MANIPUR,BISHNUPUR,0,61.84,8.55,26.4,NO
15-02-2016,MANIPUR,BISHNUPUR,0,61.82,9.73,28.05,NO
16-02-2016,MANIPUR,BISHNUPUR,0,60.08,10.02,27.36,NO
17-02-2016,MANIPUR,BISHNUPUR,0,57.82,11.46,26.96,NO
18-02-2016,MANIPUR,BISHNUPUR,0,64.33,11.43,27.25,NO
19-02-2016,MANIPUR,BISHNUPUR,0,62.44,14.69,28.43,NO
20-02-2016,MANIPUR,BISHNUPUR,0,63.52,16.04,28.49,NO
21-02-2016,MANIPUR,BISHNUPUR,0,70.39,19.29,28.98,NO
22-02-2016,MANIPUR,BISHNUPUR,4.25,75.24,18.89,27.31,NO
23-02-2016,MANIPUR,BISHNUPUR,0,66.61,17.26,27.32,NO
24-02-2016,MANIPUR,BISHNUPUR,8.2,74.81,13.77,20.67,NO
25-02-2016,MANIPUR,BISHNUPUR,9.9,75.81,13.21,24.44,NO
26-02-2016,MANIPUR,BISHNUPUR,0.55,63.24,12.74,28.2,NO
27-02-2016,MANIPUR,BISHNUPUR,0.28,64.96,14.12,27.93,NO
28-02-2016,MANIPUR,BISHNUPUR,0,64.89,11.59,28.86,NO
29-02-2016,MANIPUR,BISHNUPUR,0,57.08,11.78,29.06,NO
01-03-2016,MANIPUR,BISHNUPUR,0,55.81,11.1,27.59,NO
