date,state,district,rainfall,RH,tmin,tmax,occurred
01-01-2010,ASSAM,BARPETA,0,85.25,11.07,23.41,NO
02-01-2010,ASSAM,BARPETA,0,75.54,9.65,24.52,NO
03-01-2010,ASSAM,BARPETA,0,74.95,10.07,26.2,YES
04-01-2010,ASSAM,BARPETA,0,78.25,10.92,21.66,NO
05-01-2010,ASSAM,BARPETA,0,75.16,11.8,19.87,YES
06-01-2010,ASSAM,BARPETA,0,78.22,10.11,24.78,YES
07-01-2010,ASSAM,BARPETA,0,75.24,8.89,26.06,YES
08-01-2010,ASSAM,BARPETA,0,76.74,9.61,26.23,YES
09-01-2010,ASSAM,BARPETA,0,78.19,11.06,26.81,YES
10-01-2010,ASSAM,BARPETA,0,80.08,10.9,26.27,YES
11-01-2010,ASSAM,BARPETA,0,75.68,12.03,20,NO
12-01-2010,ASSAM,BARPETA,0,77.74,12.68,15.32,YES
13-01-2010,ASSAM,BARPETA,0,77.13,13.28,16.69,NO
14-01-2010,ASSAM,BARPETA,0,81.17,10.3,22.69,YES
15-01-2010,ASSAM,BARPETA,0,82.15,10.82,22.99,NO
16-01-2010,ASSAM,BARPETA,0,76.7,13.06,18.56,NO
17-01-2010,ASSAM,BARPETA,0,73.29,11.15,22.8,NO
18-01-2010,ASSAM,BARPETA,0,68.73,10.14,26.91,NO
19-01-2010,ASSAM,BARPETA,0,73.63,12.45,26.06,YES
20-01-2010,ASSAM,BARPETA,0,74.06,11.58,24.38,NO
21-01-2010,ASSAM,BARPETA,0,72.68,11.63,27.13,YES
22-01-2010,ASSAM,BARPETA,0,69.1,11.25,27.94,YES
23-01-2010,ASSAM,BARPETA,0,68.68,10.88,28.2,YES
24-01-2010,ASSAM,BARPETA,0,71.54,10.76,27.24,YES
25-01-2010,ASSAM,BARPETA,0,67.4,12.22,28.7,YES
26-01-2010,ASSAM,BARPETA,0,66.89,10.49,28.19,YES
27-01-2010,ASSAM,BARPETA,0,72.24,10.97,27.64,YES
28-01-2010,ASSAM,BARPETA,0,74.71,12.47,26.94,YES
29-01-2010,ASSAM,BARPETA,0,76.49,11.2,27.71,NO
30-01-2010,ASSAM,BARPETA,0,76.58,11.56,26.81,YES
31-01-2010,ASSAM,BARPETA,0,77.63,10.98,26.98,NO
01-02-2010,ASSAM,BARPETA,0,77.58,12.01,27.27,YES
02-02-2010,ASSAM,BARPETA,0,72.02,11.21,27.44,NO
03-02-2010,ASSAM,BARPETA,0,69.97,12.04,26.27,NO
04-02-2010,ASSAM,BARPETA,0,71.62,8.92,27.1,YES
05-02-2010,ASSAM,BARPETA,0,66.11,9.71,27.04,NO
06-02-2010,ASSAM,BARPETA,0,69.83,9.94,27.63,YES
07-02-2010,ASSAM,BARPETA,0,68.32,10.31,28.54,NO
08-02-2010,ASSAM,BARPETA,0,68.15,11.2,28.39,YES
09-02-2010,ASSAM,BARPETA,0,72.93,11.76,27.41,YES
10-02-2010,ASSAM,BARPETA,0,74.83,12.44,28.74,YES
11-02-2010,ASSAM,BARPETA,0,75.23,12.29,29.76,YES
12-02-2010,ASSAM,BARPETA,0,74.39,13.03,29.09,NO
13-02-2010,ASSAM,BARPETA,0,75.18,14.01,29.39,YES
14-02-2010,ASSAM,BARPETA,0,67.54,13.61,27.24,YES
15-02-2010,ASSAM,BARPETA,0,61.19,11.55,27.3,NO
16-02-2010,ASSAM,BARPETA,0,65.97,13.53,28.68,NO
17-02-2010,ASSAM,BARPETA,0,71.04,13.63,29.26,YES
18-02-2010,ASSAM,BARPETA,0,62.51,13.95,28.83,YES
19-02-2010,ASSAM,BARPETA,0,60.33,10.88,27.61,NO
20-02-2010,ASSAM,BARPETA,0,61.3,11.98,27.84,YES
21-02-2010,ASSAM,BARPETA,0,65.08,12.65,28.95,YES
22-02-2010,ASSAM,BARPETA,0,69.38,14.04,28.48,YES
23-02-2010,ASSAM,BARPETA,0,67.02,14.94,28.8,YES
24-02-2010,ASSAM,BARPETA,0,62.11,13.84,31.25,NO
25-02-2010,ASSAM,BARPETA,0.05,65.2,14.88,30.23,NO
26-02-2010,ASSAM,BARPETA,0,71.56,14.92,30.39,YES
27-02-2010,ASSAM,BARPETA,0,72.01,14.9,30.31,NO
28-02-2010,ASSAM,BARPETA,0,71.14,16.16,28.76,NO
01-03-2010,ASSAM,BARPETA,0,74.67,15.76,28.96,YES
02-03-2010,ASSAM,BARPETA,0.55,68.7,18.73,28.16,NO
03-03-2010,ASSAM,BARPETA,0,56.19,16.86,29.3,NO
04-03-2010,ASSAM,BARPETA,0,57.18,16.42,33.21,NO
05-03-2010,ASSAM,BARPETA,0,58.91,18.5,31.67,NO
06-03-2010,ASSAM,BARPETA,1.34,55.93,18.77,34.48,NO
07-03-2010,ASSAM,BARPETA,1.05,54.93,17.01,32.85,NO
08-03-2010,ASSAM,BARPETA,0,53.9,15.01,33.1,NO
09-03-2010,ASSAM,BARPETA,0,55.61,15.46,32.82,YES
10-03-2010,ASSAM,BARPETA,0,58.63,15.31,33.06,NO
11-03-2010,ASSAM,BARPETA,0,61.83,15.92,32.74,NO
12-03-2010,ASSAM,BARPETA,0,55.11,16.87,33.47,NO
13-03-2010,ASSAM,BARPETA,0,50.84,17.24,32.6,NO
14-03-2010,ASSAM,BARPETA,0,50.22,15.01,33.19,NO
15-03-2010,ASSAM,BARPETA,0.05,55.38,17.02,30.76,NO
16-03-2010,ASSAM,BARPETA,0,60,17.89,32.42,NO
17-03-2010,ASSAM,BARPETA,0,54.6,16.27,34.04,YES
18-03-2010,ASSAM,BARPETA,0,54.81,17.68,34.97,YES
19-03-2010,ASSAM,BARPETA,0,56.03,16.88,36.66,YES
20-03-2010,ASSAM,BARPETA,0,51.63,17.38,37.09,NO
21-03-2010,ASSAM,BARPETA,0,52.58,19.68,37.13,NO
22-03-2010,ASSAM,BARPETA,0,54.61,22.09,34.91,NO
23-03-2010,ASSAM,BARPETA,0.16,62.74,22.26,31.46,NO
24-03-2010,ASSAM,BARPETA,1.97,64.31,19.02,34.5,NO
25-03-2010,ASSAM,BARPETA,5.82,64.06,21.4,32.38,NO
26-03-2010,ASSAM,BARPETA,0.15,66.23,20.99,31.95,NO
27-03-2010,ASSAM,BARPETA,19.03,70.45,19.82,31.45,NO
28-03-2010,ASSAM,BARPETA,8.39,69.34,19.82,28.84,NO
29-03-2010,ASSAM,BARPETA,24.15,69.18,20.04,23.2,NO
30-03-2010,ASSAM,BARPETA,12.09,66.58,19.11,24.35,NO
31-03-2010,ASSAM,BARPETA,11.23,64.09,16.59,28.82,NO
01-04-2010,ASSAM,BARPETA,6.44,53.61,18.51,30.79,NO
02-04-2010,ASSAM,BARPETA,1.06,67.95,21.37,33.18,NO
03-04-2010,ASSAM,BARPETA,4.1,65.86,21.96,32.9,NO
04-04-2010,ASSAM,BARPETA,0,69.55,22.68,32.51,NO
05-04-2010,ASSAM,BARPETA,21.59,60.59,19.89,32.78,NO
06-04-2010,ASSAM,BARPETA,5.64,55.11,22.04,34.81,NO
07-04-2010,ASSAM,BARPETA,0.13,53.74,21.25,34.1,NO
08-04-2010,ASSAM,BARPETA,0,52.85,22.1,34.4,NO
09-04-2010,ASSAM,BARPETA,0,60.49,22.74,31.82,NO
10-04-2010,ASSAM,BARPETA,2.09,60.46,22.4,31.73,NO
