date,state,district,rainfall,RH,tmin,tmax,occurred
01-01-2018,ASSAM,BARPETA,0,80.36,12.66,27.43,YES
02-01-2018,ASSAM,BARPETA,0,84.32,12.07,25.69,YES
03-01-2018,ASSAM,BARPETA,0.25,82.57,12.76,27.58,YES
04-01-2018,ASSAM,BARPETA,0.37,78.16,11.36,21.05,NO
05-01-2018,ASSAM,BARPETA,0,84.53,11.68,22.31,NO
06-01-2018,ASSAM,BARPETA,0,76.66,12.52,22.45,NO
07-01-2018,ASSAM,BARPETA,0,69.58,10.73,21.98,NO
08-01-2018,ASSAM,BARPETA,0,69.27,11.05,19.39,NO
09-01-2018,ASSAM,BARPETA,0,76.96,8.49,20.85,YES
10-01-2018,ASSAM,BARPETA,0,80.21,10.4,22.91,NO
11-01-2018,ASSAM,BARPETA,0,78.74,10.69,22.53,NO
12-01-2018,ASSAM,BARPETA,0,82.33,10.68,20.19,NO
13-01-2018,ASSAM,BARPETA,0,86.21,10.47,22.65,NO
14-01-2018,ASSAM,BARPETA,0,82.21,10.36,21.66,NO
15-01-2018,ASSAM,BARPETA,0,80.9,11.04,21.45,NO
16-01-2018,ASSAM,BARPETA,0,73.61,11.57,23.07,NO
17-01-2018,ASSAM,BARPETA,0,81.27,11.92,22.88,NO
18-01-2018,ASSAM,BARPETA,0,77.08,12.47,21.7,YES
19-01-2018,ASSAM,BARPETA,0,73.13,12.09,22.56,NO
20-01-2018,ASSAM,BARPETA,0,74.05,12.45,23.03,NO
21-01-2018,ASSAM,BARPETA,0,69.66,12,23.31,YES
22-01-2018,ASSAM,BARPETA,0,74.19,12.31,23.87,YES
23-01-2018,ASSAM,BARPETA,0,78.17,12.21,25.3,YES
24-01-2018,ASSAM,BARPETA,0,76.45,12.86,25.55,NO
25-01-2018,ASSAM,BARPETA,0,71.34,13.17,25.18,NO
26-01-2018,ASSAM,BARPETA,0,73.63,13.31,25.55,NO
27-01-2018,ASSAM,BARPETA,0,73.78,11.67,24.8,YES
28-01-2018,ASSAM,BARPETA,0,69.4,10.39,22.55,NO
29-01-2018,ASSAM,BARPETA,0,71.33,9.78,23.06,NO
30-01-2018,ASSAM,BARPETA,0,71.88,10.93,23.49,NO
31-01-2018,ASSAM,BARPETA,0,70.92,12.46,23.8,NO
01-02-2018,ASSAM,BARPETA,0,75.67,13.73,23.92,YES
02-02-2018,ASSAM,BARPETA,0,79.25,12.33,24.17,YES
03-02-2018,ASSAM,BARPETA,0,82.03,12.89,23.55,YES
