date,state,district,rainfall,RH,tmin,tmax,occurred
01-01-2017,ASSAM,BARPETA,0,75.8,12.81,24.85,NO
02-01-2017,ASSAM,BARPETA,0.42,74.06,12.8,24.42,NO
03-01-2017,ASSAM,BARPETA,0.01,73.54,11.97,25.71,NO
04-01-2017,ASSAM,BARPETA,0,74.78,11.07,26.09,YES
05-01-2017,ASSAM,BARPETA,0.01,76.69,11.85,25.39,YES
06-01-2017,ASSAM,BARPETA,0.07,74.78,12.45,25.42,YES
07-01-2017,ASSAM,BARPETA,0,75.61,12.21,24.66,NO
08-01-2017,ASSAM,BARPETA,0,79.92,12.62,25.74,YES
09-01-2017,ASSAM,BARPETA,0,74.09,12.65,25.32,YES
10-01-2017,ASSAM,BARPETA,0.01,76.43,11.78,20.2,NO
11-01-2017,ASSAM,BARPETA,0,80.56,10.46,20.49,NO
12-01-2017,ASSAM,BARPETA,0,73.07,9.64,21.43,NO
13-01-2017,ASSAM,BARPETA,0,66.29,9.63,21.46,YES
14-01-2017,ASSAM,BARPETA,0,61.3,10.03,20.94,YES
15-01-2017,ASSAM,BARPETA,0,74.74,9.39,22.74,YES
16-01-2017,ASSAM,BARPETA,0,68.84,10.37,21.59,NO
17-01-2017,ASSAM,BARPETA,0,63.73,10.36,21.08,YES
18-01-2017,ASSAM,BARPETA,0,70.03,10.58,23.17,YES
19-01-2017,ASSAM,BARPETA,0.01,74.97,10.71,21.75,YES
20-01-2017,ASSAM,BARPETA,0,70.07,10.78,21.67,YES
21-01-2017,ASSAM,BARPETA,0,71.77,10.79,22.45,YES
22-01-2017,ASSAM,BARPETA,0,75.96,11.02,23.22,YES
23-01-2017,ASSAM,BARPETA,0,77.02,10.26,24.99,NO
24-01-2017,ASSAM,BARPETA,0,74.5,11.23,24.63,YES
25-01-2017,ASSAM,BARPETA,0,68.23,9.97,28.08,YES
26-01-2017,ASSAM,BARPETA,0,63.9,11.9,28.62,YES
27-01-2017,ASSAM,BARPETA,0.76,69.76,11.53,27.11,NO
28-01-2017,ASSAM,BARPETA,0.26,81.42,10.46,26.78,YES
29-01-2017,ASSAM,BARPETA,0,76.94,11.37,27.75,NO
30-01-2017,ASSAM,BARPETA,0,73.06,11.53,27.25,NO
31-01-2017,ASSAM,BARPETA,0,73.43,11.29,27.33,YES
01-02-2017,ASSAM,BARPETA,0,70.54,9.77,23.07,NO
02-02-2017,ASSAM,BARPETA,0,71.67,12.76,24.58,NO
03-02-2017,ASSAM,BARPETA,0,69.32,9.39,27.5,YES
04-02-2017,ASSAM,BARPETA,0,70.48,10.42,28.01,NO
05-02-2017,ASSAM,BARPETA,0,72.67,10.86,28.43,YES
06-02-2017,ASSAM,BARPETA,0,67.5,12.01,27.87,NO
07-02-2017,ASSAM,BARPETA,0,68.16,12.29,26.29,YES
08-02-2017,ASSAM,BARPETA,0,65.02,12.48,27.48,NO
09-02-2017,ASSAM,BARPETA,0,63.58,11.67,26.33,YES
10-02-2017,ASSAM,BARPETA,0,62.47,11.35,25.47,YES
11-02-2017,ASSAM,BARPETA,0,65.88,11.91,27.74,YES
12-02-2017,ASSAM,BARPETA,0,70.4,11.73,26.18,NO
13-02-2017,ASSAM,BARPETA,0,68.11,12.39,27.58,YES
14-02-2017,ASSAM,BARPETA,0,70.59,11.46,28.05,YES
15-02-2017,ASSAM,BARPETA,0,68.38,11.15,28.12,NO
16-02-2017,ASSAM,BARPETA,0,66.77,12.59,28.07,YES
17-02-2017,ASSAM,BARPETA,0,67.29,14.45,27.52,YES
18-02-2017,ASSAM,BARPETA,0,65.1,12.06,28.6,NO
19-02-2017,ASSAM,BARPETA,0,64.08,12.8,29.03,NO
20-02-2017,ASSAM,BARPETA,4.17,75.15,12.8,25.29,NO
21-02-2017,ASSAM,BARPETA,24.85,74.7,12.33,25.85,NO
22-02-2017,ASSAM,BARPETA,7.62,77.02,10.72,26.97,NO
23-02-2017,ASSAM,BARPETA,0,58.93,10.56,27.09,NO
24-02-2017,ASSAM,BARPETA,0,52.03,11.82,26.91,NO
25-02-2017,ASSAM,BARPETA,0,53.1,11.76,26.43,NO
26-02-2017,ASSAM,BARPETA,0.25,55.65,11.93,26.19,NO
27-02-2017,ASSAM,BARPETA,0.03,59.89,12.22,26.35,NO
28-02-2017,ASSAM,BARPETA,0,61.78,12.77,27.61,YES
01-03-2017,ASSAM,BARPETA,0.05,61.49,12.99,27.68,YES
02-03-2017,ASSAM,BARPETA,0.32,58.84,16.1,27.86,YES
03-03-2017,ASSAM,BARPETA,0,59.23,13.2,29.94,NO
04-03-2017,ASSAM,BARPETA,0,60.94,11.24,28.9,YES
05-03-2017,ASSAM,BARPETA,0.22,68.14,12.81,28.83,NO
06-03-2017,ASSAM,BARPETA,0.5,55.95,10.14,29.57,YES
07-03-2017,ASSAM,BARPETA,0,49.26,10.52,28.7,NO
08-03-2017,ASSAM,BARPETA,1.9,56.4,11.41,28.79,NO
09-03-2017,ASSAM,BARPETA,0.02,66.17,12.97,28.22,NO
10-03-2017,ASSAM,BARPETA,1.97,67.67,13.2,28.03,NO
11-03-2017,ASSAM,BARPETA,14.6,85.46,13.11,16.83,NO
12-03-2017,ASSAM,BARPETA,0,60.12,12.52,24.13,NO
13-03-2017,ASSAM,BARPETA,0,53.41,12.42,25.27,NO
14-03-2017,ASSAM,BARPETA,0.02,51.05,11.64,28.3,NO
15-03-2017,ASSAM,BARPETA,0,51.66,12.78,28.29,NO
16-03-2017,ASSAM,BARPETA,0.13,54.15,13.3,27.64,NO
17-03-2017,ASSAM,BARPETA,3.07,54.47,12,28.36,NO
18-03-2017,ASSAM,BARPETA,6.1,67.5,12.72,24.94,NO
19-03-2017,ASSAM,BARPETA,0.78,64.73,13.61,26.02,NO
20-03-2017,ASSAM,BARPETA,0.16,67.85,13.91,26.71,NO
21-03-2017,ASSAM,BARPETA,0,67.72,13.61,27.71,NO
