date,state,district,rainfall,RH,tmin,tmax,occurred
01-01-2014,CHHATISGARH,BALOD,0,79.19,14.51,28.52,NO
02-01-2014,CHHATISGARH,BALOD,0,77.6,13.41,29.34,NO
03-01-2014,CHHATISGARH,BALOD,0.15,79.23,14.24,28.66,NO
04-01-2014,CHHATISGARH,BALOD,0,78.79,12.73,29.67,NO
05-01-2014,CHHATISGARH,BALOD,0.01,71.4,13.75,29.23,NO
06-01-2014,CHHATISGARH,BALOD,0,80.73,16.13,28.33,NO
07-01-2014,CHHATISGARH,BALOD,0,79.84,14.22,28.17,NO
08-01-2014,CHHATISGARH,BALOD,0.21,80.44,13.39,29.23,NO
09-01-2014,CHHATISGARH,BALOD,0,75.11,14.63,29.09,NO
10-01-2014,CHHATISGARH,BALOD,0.1,74.01,15.13,29.23,NO
11-01-2014,CHHATISGARH,BALOD,0.18,80.03,16.12,27.91,NO
12-01-2014,CHHATISGARH,BALOD,0,80.15,15.25,27.51,NO
13-01-2014,CHHATISGARH,BALOD,0,76.57,14.36,28.7,NO
14-01-2014,CHHATISGARH,BALOD,0,73.93,15.17,29.87,NO
15-01-2014,CHHATISGARH,BALOD,0,72.09,15.61,29.25,NO
16-01-2014,CHHATISGARH,BALOD,0,72.34,15.47,28.09,NO
17-01-2014,CHHATISGARH,BALOD,0,78.15,15.03,29.94,NO
18-01-2014,CHHATISGARH,BALOD,0,79.51,16.57,29.05,NO
19-01-2014,CHHATISGARH,BALOD,0,80.34,17,28.92,NO
20-01-2014,CHHATISGARH,BALOD,0,73.88,15.56,30.38,NO
21-01-2014,CHHATISGARH,BALOD,0,71.75,15.4,29.96,NO
22-01-2014,CHHATISGARH,BALOD,1.21,69.85,15.13,28.9,NO
23-01-2014,CHHATISGARH,BALOD,0.08,69.96,15.69,29.3,NO
24-01-2014,CHHATISGARH,BALOD,0,73.77,16.36,28.99,NO
25-01-2014,CHHATISGARH,BALOD,0,78.74,16.06,29.94,NO
26-01-2014,CHHATISGARH,BALOD,0,70.97,15.66,28.77,NO
27-01-2014,CHHATISGARH,BALOD,0,62.87,13.46,29.44,NO
28-01-2014,CHHATISGARH,BALOD,0,55.86,11.05,29.01,NO
29-01-2014,CHHATISGARH,BALOD,0,57.09,10.79,29.38,NO
30-01-2014,CHHATISGARH,BALOD,0,58.98,11.11,28.29,NO
31-01-2014,CHHATISGARH,BALOD,0,61.38,11.46,28.9,NO
01-02-2014,CHHATISGARH,BALOD,0,59.57,11.65,29.31,NO
02-02-2014,CHHATISGARH,BALOD,0,54.75,11.52,30.23,NO
03-02-2014,CHHATISGARH,BALOD,0,51.06,11.65,30.59,NO
04-02-2014,CHHATISGARH,BALOD,0,46.17,12.21,32,NO
05-02-2014,CHHATISGARH,BALOD,0,47.05,13.37,32.92,NO
06-02-2014,CHHATISGARH,BALOD,0,52.58,14.59,33.66,NO
07-02-2014,CHHATISGARH,BALOD,0,48.31,15.01,33.13,NO
